Date,Open,High,Low,Close,Adj Close,Volume
2019-12-11,27.200001,27.650000,26.980000,27.480000,27.396049,96200
2019-12-12,27.410000,27.799999,27.340000,27.620001,27.535622,81600
2019-12-13,28.070000,28.280001,27.709999,28.260000,28.173666,99400
2019-12-16,28.389999,28.500000,27.500000,27.719999,27.635315,139700
2019-12-17,27.650000,27.670000,26.910000,27.330000,27.246508,251300
2019-12-18,27.520000,27.520000,26.850000,27.200001,27.116905,84500
2019-12-19,27.230000,27.230000,26.549999,26.740000,26.658310,82600
2019-12-20,26.670000,26.790001,26.209999,26.360001,26.279472,172600
2019-12-23,26.309999,26.389999,25.900000,26.219999,26.139898,78200
2019-12-24,26.230000,26.299999,26.070000,26.290001,26.209686,34800
2019-12-26,26.309999,26.309999,25.660000,25.780001,25.701242,44100
2019-12-27,25.790001,25.850000,25.570000,25.680000,25.601549,62500
2019-12-30,25.700001,25.850000,25.270000,25.730000,25.651396,68300
2019-12-31,25.690001,25.920000,25.520000,25.600000,25.521793,59700
2020-01-02,25.620001,25.620001,25.000000,25.270000,25.192801,74300
2020-01-03,25.059999,25.510000,25.000000,25.430000,25.352312,81800
2020-01-06,25.340000,25.730000,25.160000,25.690001,25.611519,77600
2020-01-07,25.709999,26.040001,25.270000,25.320000,25.242647,94400
2020-01-08,25.200001,25.320000,25.020000,25.280001,25.202770,66000
2020-01-09,25.209999,25.480000,25.049999,25.080000,25.003382,54700
2020-01-10,25.059999,25.219999,24.700001,25.200001,25.123014,60800
2020-01-13,25.150000,25.250000,25.000000,25.170000,25.093107,39100
2020-01-14,25.120001,25.360001,24.879999,25.309999,25.232677,47300
2020-01-15,25.240000,25.629999,25.230000,25.620001,25.541733,38500
2020-01-16,25.660000,26.110001,25.650000,25.740000,25.661366,105900
2020-01-17,25.990000,25.990000,25.410000,25.690001,25.611519,84000
2020-01-21,25.500000,25.629999,25.299999,25.480000,25.402159,187300
2020-01-22,25.520000,25.700001,24.900000,25.020000,24.943565,49300
2020-01-23,24.940001,24.940001,24.129999,24.450001,24.375307,69400
2020-01-24,24.610001,24.770000,24.230000,24.490000,24.415184,62700
2020-01-27,24.209999,24.650000,24.040001,24.420000,24.345398,40900
2020-01-28,24.500000,24.600000,24.330000,24.459999,24.385275,35200
2020-01-29,24.450001,24.459999,24.219999,24.270000,24.195856,39000
2020-01-30,24.090000,24.270000,23.820000,24.150000,24.076221,103200
2020-01-31,24.090000,24.110001,23.500000,23.670000,23.597689,86400
2020-02-03,23.809999,24.059999,23.760000,23.889999,23.817017,59000
2020-02-04,24.129999,24.530001,23.889999,24.360001,24.285582,89500
2020-02-05,24.570000,24.670000,23.830000,24.370001,24.295551,115700
2020-02-06,24.549999,24.660000,24.299999,24.549999,24.475000,51500
2020-02-07,24.400000,24.430000,23.740000,23.910000,23.910000,45500
2020-02-10,23.850000,24.559999,23.850000,24.530001,24.530001,58800
2020-02-11,24.559999,24.900000,24.430000,24.730000,24.730000,77800
2020-02-12,24.770000,24.770000,24.309999,24.410000,24.410000,52000
2020-02-13,24.520000,24.760000,24.379999,24.750000,24.750000,38500
2020-02-14,24.820000,24.820000,24.450001,24.549999,24.549999,63700
2020-02-18,24.549999,24.820000,24.410000,24.420000,24.420000,44300
2020-02-19,24.459999,25.459999,24.459999,25.000000,25.000000,153300
2020-02-20,24.500000,25.000000,21.250000,22.200001,22.200001,359700
2020-02-21,21.940001,22.020000,21.330000,21.900000,21.900000,182700
2020-02-24,21.450001,21.559999,20.370001,20.530001,20.530001,137500
2020-02-25,20.500000,20.700001,20.190001,20.309999,20.309999,204500
2020-02-26,20.480000,21.230000,20.320000,21.100000,21.100000,186800
2020-02-27,21.090000,21.500000,20.639999,20.830000,20.830000,202700
2020-02-28,20.500000,21.190001,20.500000,21.150000,21.150000,192700
2020-03-02,21.250000,21.379999,20.080000,20.299999,20.299999,167300
2020-03-03,20.230000,20.400000,19.330000,19.549999,19.549999,200300
2020-03-04,19.700001,20.370001,19.450001,20.299999,20.299999,182300
2020-03-05,20.350000,21.120001,20.240000,20.900000,20.900000,161200
2020-03-06,20.490000,20.940001,20.170000,20.600000,20.600000,153900
2020-03-09,20.030001,20.320000,19.100000,19.299999,19.299999,176200
2020-03-10,19.620001,19.940001,18.230000,18.830000,18.830000,337100
2020-03-11,18.430000,18.500000,16.920000,17.330000,17.330000,143100
2020-03-12,16.400000,17.549999,15.670000,15.710000,15.710000,200300
2020-03-13,16.209999,17.100000,15.610000,16.780001,16.780001,278300
2020-03-16,15.470000,16.000000,14.010000,14.070000,14.070000,195700
2020-03-17,14.350000,16.100000,14.080000,15.630000,15.630000,189000
2020-03-18,15.130000,16.670000,14.920000,16.170000,16.170000,340300
2020-03-19,16.620001,18.150000,14.910000,15.170000,15.170000,247400
2020-03-20,15.340000,16.740000,15.340000,15.460000,15.460000,272800
2020-03-23,15.930000,16.680000,14.050000,14.100000,14.100000,269200
2020-03-24,14.600000,15.130000,13.930000,14.990000,14.990000,150100
2020-03-25,15.050000,15.670000,14.580000,14.740000,14.740000,181300
2020-03-26,14.810000,15.390000,14.020000,14.240000,14.240000,247400
2020-03-27,14.040000,15.750000,13.600000,15.510000,15.510000,260400
2020-03-30,16.260000,17.930000,15.960000,17.090000,17.090000,380200
2020-03-31,17.820000,17.850000,16.020000,16.150000,16.150000,237000
2020-04-01,15.950000,16.379999,15.360000,15.720000,15.720000,189400
2020-04-02,15.400000,15.870000,14.620000,14.900000,14.900000,170800
2020-04-03,14.990000,15.110000,13.920000,13.960000,13.960000,146600
2020-04-06,14.220000,14.810000,13.710000,14.230000,14.230000,413100
2020-04-07,14.510000,15.160000,14.410000,14.730000,14.730000,383400
2020-04-08,14.880000,15.470000,14.610000,15.080000,15.080000,225000
2020-04-09,15.330000,15.880000,15.260000,15.720000,15.720000,164900
2020-04-13,15.660000,15.780000,15.010000,15.190000,15.190000,135400
2020-04-14,15.700000,15.890000,15.000000,15.400000,15.400000,231100
2020-04-15,15.070000,15.410000,14.230000,14.490000,14.490000,188300
2020-04-16,14.560000,14.590000,13.540000,13.800000,13.800000,203200
2020-04-17,14.070000,15.120000,14.050000,14.960000,14.960000,227200
2020-04-20,14.670000,15.410000,14.430000,15.210000,15.210000,160800
2020-04-21,14.710000,15.100000,14.340000,14.850000,14.850000,188400
2020-04-22,15.080000,15.080000,14.620000,14.830000,14.830000,113600
2020-04-23,14.970000,15.220000,14.750000,14.990000,14.990000,93700
2020-04-24,15.140000,15.160000,14.680000,14.750000,14.750000,87400
2020-04-27,14.750000,15.410000,14.750000,15.110000,15.110000,364800
2020-04-28,15.500000,15.950000,15.300000,15.910000,15.910000,145300
2020-04-29,16.190001,17.350000,16.150000,17.280001,17.280001,279600
2020-04-30,16.780001,16.830000,14.550000,15.020000,15.020000,653000
2020-05-01,14.700000,15.070000,14.600000,14.810000,14.810000,153600
