"text","retweet_count","favorite_count","Followers","Follower_Change","Num_Tweets","Year","Month","Week","Day","Hour"
"Despite what you hear in the press healthcare is coming along great. We are talking to many groups and it will end in a beautiful picture!",21021,111369,26204969,36037,5,2017,3,10,9,17
"Great news. We are only just beginning. Together we are going to #MAGA! https://t.co/BSp685Q9Qf https://t.co/K7yeBZsf6r",21965,89867,26168932,53058,6,2017,3,10,8,23
"Met with @RepCummings today at the @WhiteHouse. Great discussion!",7824,54222,26168932,53058,6,2017,3,10,8,23
"LinkedIn Workforce Report: January and February were the strongest consecutive months for hiring since August and September 2015",15769,84906,26168932,53058,6,2017,3,10,8,12
"On International Women's Day join me in honoring the critical role of women here in America &amp; around the world.",21689,115070,26168932,53058,6,2017,3,10,8,11
"I have tremendous respect for women and the many roles they serve that are vital to the fabric of our society and our economy.",23139,120999,26168932,53058,6,2017,3,10,8,11
"I feel sure that my friend @RandPaul will come along with the new and great health care program because he knows Obamacare is a disaster!",15496,81422,26168932,53058,6,2017,3,10,8,0
"Don't let the FAKE NEWS tell you that there is big infighting in the Trump Admin. We are getting along great and getting major things done!",25982,121937,26115874,57448,5,2017,3,10,7,14
"I am working on a new system where there will be competition in the Drug Industry. Pricing for the American people will come way down!",23777,124413,26115874,57448,5,2017,3,10,7,13
"Don't worry getting rid of state lines which will promote competition will be in phase 2 &amp; 3 of healthcare rollout. @foxandfriends",16405,82197,26115874,57448,5,2017,3,10,7,13
"For eight years Russia ""ran over"" President Obama got stronger and stronger picked-off Crimea and added missiles. Weak! @foxandfriends",17573,78880,26115874,57448,5,2017,3,10,7,13
"Our wonderful new Healthcare Bill is now out for review and negotiation. ObamaCare is a complete and total disaster - is imploding fast!",15068,81473,26115874,57448,5,2017,3,10,7,12
"122 vicious prisoners released by the Obama Administration from Gitmo have returned to the battlefield. Just another terrible decision!",22911,92823,26115874,57448,5,2017,3,10,7,12
"Thank you to @exxonmobil for your $20 billion investment that is creating more than 45000 manufacturing &amp; construction jobs in the USA!",19379,99441,26115874,57448,5,2017,3,10,7,3
"Buy American &amp; hire American are the principles at the core of my agenda which is: JOBS JOBS JOBS! Thank you @exxonmobil.",16192,87209,26115874,57448,5,2017,3,10,7,3
"There is an incredible spirit of optimism sweeping the country right nowÑwe're bringing back the JOBS! https://t.co/BNSLvKiEVj",25176,108591,26058426,69720,3,2017,3,10,6,23
"45000 construction &amp; manufacturing jobs in the U.S. Gulf Coast region. $20 billion investment. We are already winning again America!",24663,116785,26058426,69720,3,2017,3,10,6,21
"'President Trump Congratulates Exxon Mobil for Job-Creating Investment Program'https://t.co/adBzWhtq8S",12846,70675,26058426,69720,3,2017,3,10,6,21
"Thank you for the great rallies all across the country. Tremendous support. Make America Great Again!",30764,172217,25988706,84112,7,2017,3,10,5,17
"Who was it that secretly said to Russian President ""Tell Vladimir that after the election I'll have more flexibility?"" @foxandfriends",37134,126453,25988706,84112,7,2017,3,10,5,11
"Is it true the DNC would not allow the FBI access to check server or other equipment after learning it was hacked? Can that be possible?",24515,96318,25988706,84112,7,2017,3,10,5,11
"Arnold Schwarzenegger isn't voluntarily leaving the Apprentice he was fired by his bad (pathetic) ratings not by me. Sad end to great show",23117,106606,25904594,40340,7,2017,3,9,4,13
"How low has President Obama gone to tapp my phones during the very sacred election process. This is Nixon/Watergate. Bad (or sick) guy!",52836,162336,25904594,40340,7,2017,3,9,4,12
"I'd bet a good lawyer could make a great case out of the fact that President Obama was tapping my phones in October just prior to Election!",37162,131657,25904594,40340,7,2017,3,9,4,11
"Is it legal for a sitting President to be ""wire tapping"" a race for president prior to an election? Turned down by court earlier. A NEW LOW!",36359,123508,25904594,40340,7,2017,3,9,4,11
"Just out: The same Russian Ambassador that met Jeff Sessions visited the Obama White House 22 times and 4 times last year alone.",37452,121080,25904594,40340,7,2017,3,9,4,11
"Terrible! Just found out that Obama had my ""wires tapped"" in Trump Tower just before the victory. Nothing found. This is McCarthyism!",50573,143525,25904594,40340,7,2017,3,9,4,11
"The first meeting Jeff Sessions had with the Russian Amb was set up by the Obama Administration under education program for 100 Ambs......",24412,88057,25904594,40340,7,2017,3,9,4,11
"MAKE AMERICA GREAT AGAIN! https://t.co/kuQiZDz4rA",36635,122851,25864254,50048,2,2017,3,9,3,22
"I hereby demand a second investigation after Schumer of Pelosi for her close ties to Russia and lying about it. https://t.co/qCDljfF3wN",39957,121937,25864254,50048,2,2017,3,9,3,21
"We must fix our education system for our kids to Make America Great Again. Wonderful day at Saint Andrew in Orlando. https://t.co/OTJaHcvLzf",16510,83126,25864254,50048,2,2017,3,9,3,20
"We should start an immediate investigation into @SenSchumer and his ties to Russia and Putin. A total hypocrite! https://t.co/Ik3yqjHzsA",54593,150081,25864254,50048,2,2017,3,9,3,17
"Weekly AddressJoin me here: https://t.co/SEavQK5zy5 https://t.co/EnyXYeqgcp",10173,53969,25864254,50048,2,2017,3,9,3,16
"It is so pathetic that the Dems have still not approved my full Cabinet.",27814,136744,25864254,50048,2,2017,3,9,3,12
"Nick Adams new book Green Card Warrior is a must read. The merit-based system is the way to go. Canada Australia! @foxandfriends",13812,66624,25864254,50048,2,2017,3,9,3,12
"...is all of the illegal leaks of classified and other information. It is a total ""witch hunt!""",18089,93134,25864254,50048,2,2017,3,9,3,2
"...to win. The Democrats are overplaying their hand. They lost the election and now they have lost their grip on reality. The real story...",23200,109820,25864254,50048,2,2017,3,9,3,2
"...intentional. This whole narrative is a way of saving face for Democrats losing an election that everyone thought they were supposed.....",17470,90273,25864254,50048,2,2017,3,9,3,2
"Jeff Sessions is an honest man. He did not say anything wrong. He could have stated his response more accurately but it was clearly not....",19804,102261,25864254,50048,2,2017,3,9,3,2
"Since November 8th Election Day the Stock Market has posted $3.2 trillion in GAINS and consumer confidence is at a 15 year high. Jobs!",37270,175684,25814206,37548,1,2017,3,9,2,11
"THANK YOU!",27371,183969,25776658,52365,2,2017,3,9,1,13
"#JointSession #MAGA__https://t.co/RDO6Jt2pip",10160,63709,25776658,52365,2,2017,3,9,1,1
"Join me live at 9:00 P.M. #JointAddress https://t.co/J882zbyVkJ https://t.co/gTtK3vJmkU",7388,54871,25776658,52365,2,2017,3,9,1,1
"I will be interviewed on @foxandfriends at 6:00 A.M. Enjoy!",11039,82888,25724293,66141,3,2017,2,9,28,2
"GOP now viewed more favorably than Dems in Trump era (per NBC/WSJ poll) via @HotlineJosh:https://t.co/Soebxtg2Zd",14662,70544,25658152,98597,4,2017,2,9,27,21
"Great meeting with CEOs of leading U.S. health insurance companies who provide great healthcare to the American peoÉ https://t.co/60jigi6ffS",15400,89597,25658152,98597,4,2017,2,9,27,17
"Big dinner with Governors tonight at White House. Much to be discussed including healthcare.",15716,105941,25559555,52685,6,2017,2,9,26,20
"Russia talk is FAKE NEWS put out by the Dems and played up by the media in order to mask the big election defeat and the illegal leaks!",24677,113140,25559555,52685,6,2017,2,9,26,18
"For first time the failing @nytimes will take an ad (a bad one) to help save its failing reputation. Try reporting accurately &amp; fairly!",21792,109318,25559555,52685,6,2017,2,9,26,11
"The race for DNC Chairman was of course totally ""rigged."" Bernie's guy like Bernie himself never had a chance. Clinton demanded Perez!",19073,87092,25559555,52685,6,2017,2,9,26,11
"Congratulations to Thomas Perez who has just been named Chairman of the DNC. I could not be happier for him or for the Republican Party!",28744,130499,25506870,44890,5,2017,2,8,25,22
"I will not be attending the White House Correspondents' Association Dinner this year. Please wish everyone well and have a great evening!",23860,123926,25506870,44890,5,2017,2,8,25,21
"Weekly Address from @WhiteHouse: https://t.co/uaoQSHBOQB https://t.co/7eF6aC6kEC",10068,45735,25506870,44890,5,2017,2,8,25,18
"Great optimism for future of U.S. business AND JOBS with the DOW having an 11th straight record close. Big tax &amp; regulation cuts coming!",19846,104027,25506870,44890,5,2017,2,8,25,13
"The media has not reported that the National Debt in my first month went down by $12 billion vs a $200 billion increase in Obama first mo.",62450,201400,25506870,44890,5,2017,2,8,25,13
"Maybe the millions of people who voted to MAKE AMERICA GREAT AGAIN should have their own rally. It would be the biggest of them all!",34603,158646,25506870,44890,5,2017,2,8,25,12
"FAKE NEWS media knowingly doesn't tell the truth. A great danger to our country. The failing @nytimes has become a joke. Likewise @CNN. Sad!",26341,108710,25506870,44890,5,2017,2,8,25,3
"Trump vows to fight 'epidemic' of human trafficking https://t.co/oDLZ2NdrtA",20245,91082,25461980,64895,3,2017,2,8,24,17
"Going to CPAC!",8911,71701,25461980,64895,3,2017,2,8,24,13
"find the leakers within the FBI itself. Classified information is being given to media that could have a devastating effect on U.S. FIND NOW",21720,100526,25461980,64895,3,2017,2,8,24,12
"The FBI is totally unable to stop the national security ""leakers"" that have permeated our government for a long time. They can't even......",18342,81076,25461980,64895,3,2017,2,8,24,12
"Big interview tonight by Henry Kravis at The Business Council of Washington. Looking forward to it!",8265,58140,25461980,64895,3,2017,2,8,24,0
"Seven people shot and killed yesterday in Chicago. What is going on there - totally out of control. Chicago needs help!",23171,108261,25461980,64895,3,2017,2,8,24,0
"'S&amp;P 500 Edges Higher After Trump Renews Jobs Pledge' https://t.co/WtrRJVFmvU",10563,56246,25397085,26524,2,2017,2,8,23,22
"Very much enjoyed my tour of the Smithsonian's National Museum of African American History and Culture...A great job done by amazing people!",16220,116640,25370561,54835,2,2017,2,8,22,12
"One thing I will say about Rep. Keith Ellison in his fight to lead the DNC is that he was the one who predicted early that I would win!",12132,79330,25370561,54835,2,2017,2,8,22,12
"The so-called angry crowds in home districts of some Republicans are actually in numerous cases planned out by liberal activists. Sad!",26055,118125,25315726,71323,4,2017,2,8,21,23
"'Americans overwhelmingly oppose sanctuary cities' https://t.co/s5QvsJWA6u",23693,106937,25315726,71323,4,2017,2,8,21,20
"Congratulations to our new National Security Advisor General H.R. McMaster. Video: https://t.co/BKn9r225Kk https://t.co/VBXcJ1b6Pv",16021,94069,25315726,71323,4,2017,2,8,21,0
"Just named General H.R. McMaster National Security Advisor.",15766,106326,25244403,69655,0,2017,2,8,20,21
"HAPPY PRESIDENTS DAY - MAKE AMERICA GREAT AGAIN!",48802,242519,25244403,69655,0,2017,2,8,20,14
"Give the public a break - The FAKE NEWS media is trying to say that large scale immigration in Sweden is working out just beautifully. NOT!",34840,140919,25244403,69655,0,2017,2,8,20,14
"My statement as to what's happening in Sweden was in reference to a story that was broadcast on @FoxNews concerning immigrants &amp; Sweden.",26224,112115,25174748,67741,3,2017,2,8,19,21
"Will be having many meetings this weekend at The Southern White House. Big 5:00 P.M. speech in Melbourne Florida. A lot to talk about!",15213,99263,25107007,69339,8,2017,2,7,18,13
"Don't believe the main stream (fake news) media.The White House is running VERY WELL. I inherited a MESS and am in the process of fixing it.",39020,186074,25107007,69339,8,2017,2,7,18,13
"Looking forward to the Florida rally tomorrow. Big crowd expected!",14143,99028,25107007,69339,8,2017,2,7,18,0
"One of the most effective press conferences I've ever seen! says Rush Limbaugh. Many agree.Yet FAKE MEDIA  calls it differently! Dishonest",21751,120315,25037668,96612,5,2017,2,7,17,23
"The FAKE NEWS media (failing @nytimes @NBCNews @ABC @CBS @CNN) is not my enemy it is the enemy of the American People!",52654,162368,25037668,96612,5,2017,2,7,17,21
"Join me at 11:00am:Watch here: https://t.co/veqKmsGAwf https://t.co/UzndIjIqjM",9912,56533,25037668,96612,5,2017,2,7,17,15
"General Keith Kellogg who I have known for a long time is very much in play for NSA - as are three others.",10955,69643,25037668,96612,5,2017,2,7,17,13
"Thank you for all of the nice statements on the Press Conference yesterday. Rush Limbaugh said one of greatest ever. Fake media not happy!",26347,150763,25037668,96612,5,2017,2,7,17,11
"Going to Charleston South Carolina in order to spend time with Boeing and talk jobs! Look forward to it.",14334,99095,25037668,96612,5,2017,2,7,17,11
"Despite the long delays by the Democrats in finally approving Dr. Tom Price the repeal and replacement of ObamaCare is moving fast!",17252,102948,25037668,96612,5,2017,2,7,17,10
"'Trump signs bill undoing Obama coal mining rule' https://t.co/yMfT5r5RGh",18722,93656,24941056,81072,11,2017,2,7,16,23
"The Democrats had to come up with a story as to why they lost the election and so badly (306) so they made up a story - RUSSIA. Fake news!",27003,121137,24941056,81072,11,2017,2,7,16,14
"FAKE NEWS media which makes up stories and ""sources"" is far more effective than the discredited Democrats - but they are fading fast!",19854,99214,24941056,81072,11,2017,2,7,16,14
"The spotlight has finally been put on the low-life leakers! They will be caught!",25247,126205,24941056,81072,11,2017,2,7,16,12
"Leaking and even illegal classified leaking has been a big problem in Washington for years. Failing @nytimes (and others) must apologize!",17274,89827,24941056,81072,11,2017,2,7,16,11
"Stock market hits new high with longest winning streak in decades. Great level of confidence and optimism - even before tax plan rollout!",23643,127764,24941056,81072,11,2017,2,7,16,11
"Venezuela should allow Leopoldo Lopez a political prisoner &amp; husband of @liliantintori (just met w/ @marcorubio) oÉ https://t.co/HhgE51dtSN",53977,110166,24859984,62423,4,2017,2,7,15,23
"Aetna CEO: Obamacare in 'Death Spiral' #RepealAndReplace https://t.co/dmHL7xIEQv",14576,58732,24859984,62423,4,2017,2,7,15,21
"Join me in Florida this Saturday at 5pm for a rally at the Orlando-Melbourne International Airport!Tickets:É https://t.co/OigfXFECPp",17852,72138,24859984,62423,4,2017,2,7,15,19
"Welcome to the United States @IsraeliPM Benjamin &amp; Sara!#ICYMI____Joint Press Conference: https://t.co/GN6ALWUusN https://t.co/bH60nBL5FP",14224,74512,24859984,62423,4,2017,2,7,15,19
"Great listening session with CEO's of the Retail Industry Leaders Association this morning! https://t.co/sy6xJcWfcF",10692,66081,24859984,62423,4,2017,2,7,15,16
"The real scandal here is that classified information is illegally given out by ""intelligence"" like candy. Very un-American!",31903,128448,24859984,62423,4,2017,2,7,15,13
"Crimea was TAKEN by Russia during the Obama Administration. Was Obama too soft on Russia?",25351,100698,24859984,62423,4,2017,2,7,15,12
"Thank you to Eli Lake of The Bloomberg View - ""The NSA &amp; FBI...should not interfere in our politics...and is"" Very serious situation for USA",16346,77692,24859984,62423,4,2017,2,7,15,12
"Information is being illegally given to the failing @nytimes &amp; @washingtonpost by the intelligence community (NSA and FBI?).Just like Russia",21143,80376,24859984,62423,4,2017,2,7,15,12
"This Russian connection non-sense is merely an attempt to cover-up the many mistakes made in Hillary Clinton's losing campaign.",27541,117900,24859984,62423,4,2017,2,7,15,12
"The fake news media is going crazy with their conspiracy theories and blind hatred. @MSNBC &amp; @CNN are unwatchable. @foxandfriends is great!",25838,104434,24859984,62423,4,2017,2,7,15,11
"Obamacare continues to fail. Humana to pull out in 2018. Will repeal replace &amp; save healthcare for ALL Americans. https://t.co/glWEQ0lNR4",17872,87852,24797561,64789,5,2017,2,7,14,22
"'Remarks by President Trump at Signing of H.J. Resolution 41'https://t.co/Q3MoCGAc54 https://t.co/yGDDTKm9Br",8503,46093,24797561,64789,5,2017,2,7,14,21
"Great parent-teacher listening session this morning with @VP Pence &amp; @usedgov Secretary @BetsyDeVos. Watch:É https://t.co/nuLTs513Ot",11349,59006,24797561,64789,5,2017,2,7,14,20
"The real story here is why are there so many illegal leaks coming out of Washington? Will these leaks be happening as I deal on N.Korea etc?",26588,111318,24797561,64789,5,2017,2,7,14,14
"Congratulations to our new #VASecretary Dr. David Shulkin. Time to take care of Veterans who have fought to protectÉ https://t.co/FNewjbHuw4",16252,90851,24797561,64789,5,2017,2,7,14,3
"Congratulations Treasury Secretary Steven Mnuchin! #ICYMI- watch here: https://t.co/RPsmw4yD7y https://t.co/K8tWLlXiYK",10918,63937,24797561,64789,5,2017,2,7,14,2
"Wonderful meeting with Canadian PM @JustinTrudeau and a group of leading CEO's &amp; business women from Canada__and thÉ https://t.co/wAoCOaYeZ6",15431,85397,24732772,100260,7,2017,2,7,13,18
"Welcome to the @WhiteHouse Prime Minister @JustinTrudeau! https://t.co/WKgF8Zo9ri",13466,84754,24732772,100260,7,2017,2,7,13,16
"Today I will meet with Canadian PM Trudeau and a group of leading business women to discuss women in the workforce. https://t.co/bFAHPRXHdP",11763,74360,24732772,100260,7,2017,2,7,13,15
"Just leaving Florida. Big crowds of enthusiastic supporters lining the road that the FAKE NEWS media refuses to mention. Very dishonest!",25504,141359,24632512,96638,10,2017,2,7,12,22
"Congratulations Stephen Miller- on representing me this morning on the various Sunday morning shows. Great job!",16088,102935,24632512,96638,10,2017,2,7,12,15
"I know Mark Cuban well. He backed me big-time but I wasn't interested in taking all of his calls.He's not smart enough to run for president!",15285,82264,24632512,96638,10,2017,2,7,12,13
"After two days of very productive talks Prime Minister Abe is heading back to Japan. L",13121,82736,24632512,96638,10,2017,2,7,12,13
"While on FAKE NEWS @CNN Bernie Sanders was cut off for using the term fake news to describe the network. They said technical difficulties!",25000,113074,24632512,96638,10,2017,2,7,12,12
"72% of refugees admitted into U.S. (2/3 -2/11) during COURT BREAKDOWN are from 7 countries: SYRIA IRAQ SOMALIA IRAN SUDAN LIBYA &amp; YEMEN",22544,80492,24632512,96638,10,2017,2,7,12,11
"The crackdown on illegal criminals is merely the keeping of my campaign promise. Gang members drug dealers &amp; others are being removed!",29437,148471,24632512,96638,10,2017,2,7,12,11
"#ICYMI: Joint Statement with Prime Minister Shinzo Abe on North Korea. https://t.co/qEC87FKB1D",14676,62151,24632512,96638,10,2017,2,7,12,5
"A working dinner tonight with Prime Minister Abe of Japan and his representatives at the Winter White House (Mar-a-Lago). Very good talks!",13843,97579,24535874,111190,-4,2017,2,6,11,23
"Played golf today with Prime Minister Abe of Japan and @TheBig_Easy Ernie Els and had a great time. Japan is very well represented!",13298,84098,24535874,111190,-4,2017,2,6,11,23
"I am so proud of my daughter Ivanka. To be abused and treated so badly by the media and to still hold her head so high is truly wonderful!",28439,207438,24535874,111190,-4,2017,2,6,11,23
"Having a great time hosting Prime Minister Shinzo Abe in the United States! https://t.co/Fvjsac89qSÉ https://t.co/hKqbMB2aQ9",16879,92194,24535874,111190,-4,2017,2,6,11,18
"Melania and I are hosting Japanese Prime Minister Shinzo Abe and Mrs. Abe at Mar-a-Lago in Palm Beach Fla. They are a wonderful couple!",16875,120072,24535874,111190,-4,2017,2,6,11,13
"...design or negotiations yet. When I do just like with the F-35 FighterJet or the Air Force One Program price will come WAY DOWN!",12905,83752,24535874,111190,-4,2017,2,6,11,13
"I am reading that the great border WALL will cost more than the government originally thought but I have not gotten involved in the.....",14024,77068,24535874,111190,-4,2017,2,6,11,13
"Our legal system is broken! ""77% of refugees allowed into U.S. since travel reprieve hail from seven suspect countries."" (WT)  SO DANGEROUS!",23082,101179,24535874,111190,-4,2017,2,6,11,12
"Heading to Joint Base Andrews on #MarineOne with Prime Minister Shinz_ earlier today. https://t.co/4JFhyYdeHO",40351,160212,24424684,137929,7,2017,2,6,10,23
"The failing @nytimes does major FAKE NEWS China story saying ""Mr.Xi has not spoken to Mr. Trump since Nov.14."" We spoke at length yesterday!",23732,106953,24424684,137929,7,2017,2,6,10,13
"LAWFARE: ""Remarkably in the entire opinion the panel did not bother even to cite this (the) statute."" A disgraceful decision!",17556,89202,24424684,137929,7,2017,2,6,10,13
"SEE YOU IN COURT THE SECURITY OF OUR NATION IS AT STAKE!",67448,237614,24286755,113278,11,2017,2,6,9,23
"Join us live in the Oval Office for the swearing in of our new Attorney General @SenatorSessions!LIVE:É https://t.co/QeW6vjog4A",10756,71140,24286755,113278,11,2017,2,6,9,15
"..Ryan died on a winning mission ( according to General Mattis) not a ""failure."" Time for the U.S. to get smart and start winning again!",14900,91185,24286755,113278,11,2017,2,6,9,13
"...long he doesn't know how to win anymore just look at the mess our country is in - bogged down in conflict all over the place. Our hero..",11801,67986,24286755,113278,11,2017,2,6,9,13
"Sen. McCain should not be talking about the success or failure of a mission to the media. Only emboldens the enemy! He's been losing so....",15800,85781,24286755,113278,11,2017,2,6,9,13
"Chris Cuomo in his interview with Sen. Blumenthal never asked him about his long-term lie about his brave ""service"" in Vietnam. FAKE NEWS!",14894,73700,24286755,113278,11,2017,2,6,9,13
"Sen.Richard Blumenthal who never fought in Vietnam when he said for years he had (major lie)now misrepresents what Judge Gorsuch told him?",19352,84674,24286755,113278,11,2017,2,6,9,11
"Congratulations to our new Attorney General @SenatorSessions! https://t.co/e0buP1K83z",32534,163235,24286755,113278,11,2017,2,6,9,1
"'Trump administration seen as more truthful than news media'https://t.co/6LmsR5JOSW",17626,87896,24173477,99706,3,2017,2,6,8,22
"'Majority in Leading EU Nations Support Trump-Style Travel Ban' Poll of more than 10000 people in 10 countries...https://t.co/KWsIWhtC9o",21885,83029,24173477,99706,3,2017,2,6,8,21
"'Immigration Ban Is One Of Trump's Most Popular Orders So Far' https://t.co/wAelwuQ4BE",30541,123007,24173477,99706,3,2017,2,6,8,19
"Thank you Brian Krzanich CEO of @Intel. A great investment ($7 BILLION) in American INNOVATION and JOBS!É https://t.co/oicfDsPKHQ",22030,97758,24173477,99706,3,2017,2,6,8,19
"Big increase in traffic into our country from certain areas while our people are far more vulnerable as we wait for what should be EASY D!",17539,88547,24173477,99706,3,2017,2,6,8,17
"'16 Fake News Stories Reporters Have Run Since Trump Won' https://t.co/0dHld5kiVc",19076,64126,24173477,99706,3,2017,2,6,8,15
"My daughter Ivanka has been treated so unfairly by @Nordstrom. She is a great person -- always pushing me to do the right thing! Terrible!",27189,142427,24173477,99706,3,2017,2,6,8,15
"Thank you to our great Police Chiefs &amp; Sheriffs for your leadership &amp; service. You have a true friend in theÉ https://t.co/Lysnv8ZR1h",16188,90091,24173477,99706,3,2017,2,6,8,15
"I will be speaking at 9:00 A.M. today to Police Chiefs and Sheriffs and will be discussing the horrible dangerous and wrong decision.......",10807,74978,24173477,99706,3,2017,2,6,8,13
"If the U.S. does not win this case as it so obviously should we can never have the security and safety to which we are entitled. Politics!",22277,114959,24173477,99706,3,2017,2,6,8,12
"It is a disgrace that my full Cabinet is still not in place the longest such delay in the history of our country. Obstruction by Democrats!",36410,157210,24173477,99706,3,2017,2,6,8,1
"An honor having the National Sheriffs' Assoc. join me at the @WhiteHouse. Incredible men &amp; women who protect &amp; servÉ https://t.co/1LkhbCNh8L",18399,108216,24073771,130100,6,2017,2,6,7,16
"I don't know Putin have no deals in Russia and the haters are going crazy - yet Obama can make a deal with Iran #1 in terror no problem!",50474,188271,24073771,130100,6,2017,2,6,7,12
"The threat from radical Islamic terrorism is very real just look at what is happening in Europe and the Middle-East. Courts must act fast!",32538,145673,24073771,130100,6,2017,2,6,7,2
"The failing @nytimes was forced to apologize to its subscribers for the poor reporting it did on my election win. Now they are worse!",16419,91894,24073771,130100,6,2017,2,6,7,2
"An extended interview from the Super Bowl with @oreillyfactor airs tonight at 8:00 P.M. Enjoy! https://t.co/kZdHqaNTVR",8058,53603,23943671,181172,4,2017,2,6,6,23
"The failing @nytimes writes total fiction concerning me. They have gotten it wrong for two years and now are making up stories &amp; sources!",19275,96642,23943671,181172,4,2017,2,6,6,16
"I call my own shots largely based on an accumulation of data and everyone knows it. Some FAKE NEWS media in order to marginalize lies!",23963,125344,23943671,181172,4,2017,2,6,6,12
"Any negative polls are fake news just like the CNN ABC NBC polls in the election. Sorry people want border security and extreme vetting.",36259,161819,23943671,181172,4,2017,2,6,6,12
"What an amazing comeback and win by the Patriots. Tom Brady Bob Kraft and Coach B are total winners. Wow!",72934,267584,23943671,181172,4,2017,2,6,6,3
"Enjoy the #SuperBowl and then we continue: MAKE AMERICA GREAT AGAIN!",36535,185073,23762499,180366,10,2017,2,6,5,22
"I have instructed Homeland Security to check people coming into our country VERY CAREFULLY. The courts are making the job very difficult!",28490,147041,23762499,180366,10,2017,2,6,5,20
"Just cannot  believe a judge would put our country in such peril. If something happens blame him and court system. People pouring in. Bad!",29114,138219,23762499,180366,10,2017,2,6,5,20
"The judge opens up our country to potential terrorists and others that do not have our best interests at heart. Bad people are very happy!",28096,129523,23762499,180366,10,2017,2,6,5,0
"Interview with @oreillyfactor on Fox Network - 4:00 P.M. (prior to Super Bowl). Enjoy!",11343,70877,23762499,180366,10,2017,2,6,5,0
"Why aren't the lawyers looking at and using the Federal Court decision in Boston which is at conflict with ridiculous lift ban decision?",17863,97489,23582133,181113,8,2017,2,5,4,23
"Because the ban was lifted by a judge many very bad and dangerous people may be pouring into our country. A terrible decision",29446,136941,23582133,181113,8,2017,2,5,4,21
"What is our country coming to when a judge can halt a Homeland Security travel ban and anyone even with bad intentions can come into U.S.?",33272,148698,23582133,181113,8,2017,2,5,4,20
"MAKE AMERICA GREAT AGAIN!",66140,255896,23582133,181113,8,2017,2,5,4,14
"After being forced to apologize for its bad and inaccurate coverage of me after winning the election the FAKE NEWS @nytimes is still lost!",17438,102747,23582133,181113,8,2017,2,5,4,13
"The opinion of this so-called judge which essentially takes law-enforcement away from our country is ridiculous and will be overturned!",33518,159207,23582133,181113,8,2017,2,5,4,13
"Interesting that certain Middle-Eastern countries agree with the ban. They know if certain people are allowed in it's death &amp; destruction!",28311,139881,23582133,181113,8,2017,2,5,4,13
"When a country is no longer able to say who can and who cannot  come in &amp; out especially for reasons of safety &amp;.security - big trouble!",38069,175399,23582133,181113,8,2017,2,5,4,12
"Countries charge U.S. companies taxes or tariffs while the U.S. charges them nothing or little.We should charge them SAME as they charge us!",27046,154637,23582133,181113,8,2017,2,5,4,3
"We must keep ""evil"" out of our country!",44904,204985,23401020,146708,6,2017,2,5,3,23
"A new radical Islamic terrorist has just attacked in Louvre Museum in Paris. Tourists were locked down. France on edge again. GET SMART U.S.",41566,163923,23401020,146708,6,2017,2,5,3,12
"Professional anarchists thugs and paid protesters are proving the point of the millions of people who voted to MAKE AMERICA GREAT AGAIN!",42421,172191,23401020,146708,6,2017,2,5,3,11
"Meeting with biggest business leaders this morning. Good jobs are coming back to U.S. health care and tax bills are being crafted NOW!",19308,125846,23401020,146708,6,2017,2,5,3,11
"Thank you to Prime Minister of Australia for telling the truth about our very civil conversation that FAKE NEWS media lied about. Very nice!",32508,148912,23401020,146708,6,2017,2,5,3,11
"Iran is playing with fire - they don't appreciate how ""kind"" President Obama was to them. Not me!",64118,173210,23401020,146708,6,2017,2,5,3,11
"Yes Arnold Schwarzenegger did a really bad job as Governor of California and even worse on the Apprentice...but at least he tried hard!",23451,117196,23401020,146708,6,2017,2,5,3,11
"Thank you @Samsung! We would love to have you! https://t.co/r5nxC9oOA4",26161,125661,23254312,116807,3,2017,2,5,2,17
"Iran was on its last legs and ready to collapse until the U.S. came along and gave it a life-line in the form of the Iran Deal: $150 billion",24173,97481,23254312,116807,3,2017,2,5,2,11
"Iran has been formally PUT ON NOTICE for firing a ballistic missile.Should have been thankful for the terrible deal the U.S. made with them!",39629,121480,23254312,116807,3,2017,2,5,2,11
"Attending Chief Ryan Owens' Dignified Transfer yesterday with my daughter Ivanka was my great honor. To a great and brave man - thank you!",16711,123763,23254312,116807,3,2017,2,5,2,11
"Congratulations to Rex Tillerson on being sworn in as our new Secretary of State. He will be a star!",15883,115116,23254312,116807,3,2017,2,5,2,11
"If U.C. Berkeley does not allow free speech and practices violence on innocent people with a different point of view - NO FEDERAL FUNDS?",60266,213655,23254312,116807,3,2017,2,5,2,11
"Do you believe it? The Obama Administration agreed to take thousands of illegal immigrants from Australia. Why? I will study this dumb deal!",37373,152041,23254312,116807,3,2017,2,5,2,3
"Iran is rapidly taking over more and more of Iraq even after the U.S. has squandered three trillion dollars there. Obvious long ago!",20915,93611,23254312,116807,3,2017,2,5,2,3
"Everybody is arguing whether or not it is a BAN. Call it what you want it is about keeping bad people (with bad intentions) out of country!",60583,252382,23137505,134200,5,2017,2,5,1,12
"Hope you like my nomination of Judge Neil Gorsuch for the United States Supreme Court. He is a good and brilliant man respected by all.",34238,250940,23137505,134200,5,2017,2,5,1,3
"Join me live from the @WhiteHouse.https://t.co/LHOs4nAaGl",6621,53239,23137505,134200,5,2017,2,5,1,1
"Getting ready to deliver a VERY IMPORTANT DECISION!  8:00 P.M.",16427,103201,23137505,134200,5,2017,2,5,1,0
