"text","retweet_count","favorite_count","Followers","Follower_Change","Num_Tweets","Year","Month","Week","Day","Hour"
"Republicans should stop wasting their time on Immigration until after we elect more Senators and Congressmen/women in November. Dems are just playing games have no intention of doing anything to solves this decades old problem. We can pass great legislation after the Red Wave!",24416,90620,52970887,18493,16,2018,6,25,22,11
"Elect more Republicans in  November and we will pass the finest fairest and most comprehensive Immigration Bills anywhere in the world. Right now we have the dumbest and the worst. Dems are doing nothing but Obstructing. Remember their motto RESIST! Ours is PRODUCE!",30186,106188,52970887,18493,16,2018,6,25,22,11
"Even if we get 100% Republican votes in the Senate we need 10 Democrat votes to get a much needed Immigration Bill - &amp; the Dems are Obstructionists who wonÕt give votes for political reasons &amp; because they donÕt care about Crime coming from Border! So we need to elect more RÕs!",20462,77931,52970887,18493,16,2018,6,25,22,10
"Our great Judge Jeanine Pirro is out with a new book ÒLiars Leakers and Liberals the Case Against the Anti-Trump ConspiracyÓ which is fantastic. Go get it!",20268,88791,52970887,18493,16,2018,6,25,22,10
"You cannot pass legislation on immigration whether it be for safety and security or any other reason including ÒheartÓ without getting Dem votes. Problem is they donÕt care about security and RÕs do. Zero Dems voted to support the Goodlatte Bill. They wonÕt vote for anything!",23606,84563,52952394,33318,16,2018,6,25,21,23
"We have to maintain strong borders or we will no longer have a country that we can be proud of Ð and if we show any weakness millions of people will journey into our country.",32918,144945,52952394,33318,16,2018,6,25,21,22
"ÒI REALLY DONÕT CARE DO U?Ó written on the back of MelaniaÕs jacket refers to the Fake News Media. Melania has learned how dishonest they are and she truly no longer cares!",41413,159572,52952394,33318,16,2018,6,25,21,21
"Big Supreme Court win on internet sales tax - about time! Big victory for fairness and for our country. Great victory for consumers and retailers.",14011,67027,52952394,33318,16,2018,6,25,21,20
"Farm Bill just passed in the House. So happy to see work requirements included. Big win for the farmers!",15866,76785,52952394,33318,16,2018,6,25,21,20
"I was thrilled to be back in Minnesota for a roundtable with hardworking American Patriots. Thank you! https://t.co/suoRN02zMq",10215,51622,52952394,33318,16,2018,6,25,21,20
"My Administration is acting swiftly to address the illegal immigration crisis on the Southern Border. Loopholes in our immigration laws all supported by extremist open border Democrats...and that's what they are - they're extremist open border Democrats.... https://t.co/F73I5gu0Q5",19376,70977,52952394,33318,16,2018,6,25,21,17
"Democrats want open Borders where anyone can come into our Country and stay. This is Nancy PelosiÕs dream. It wonÕt happen!",25463,104682,52952394,33318,16,2018,6,25,21,14
"Henry McMaster has done a great job as Governor of South Carolina. The state is BOOMING with jobs and new industry setting records. He is tough on Crime and Strong on Borders Healthcare the Military and our great Vets. Henry has my full and complete Endrosement! #MAGA",9527,43115,52952394,33318,16,2018,6,25,21,13
"What is the purpose of the House doing good immigration bills when you need 9 votes by Democrats in the Senate and the Dems are only looking to Obstruct (which they feel is good for them in the Mid-Terms). Republicans must get rid of the stupid Filibuster Rule-it is killing you!",20623,77658,52952394,33318,16,2018,6,25,21,13
"Last night in Minnesota was incredible. What a crowd!",12300,76157,52952394,33318,16,2018,6,25,21,12
"I will be going the Columbia South Carolina on Monday night to do a campaign speech for one of my very early supporters a man who truly loves the people of South Carolina Governor Henry McMaster. Henry worked so hard &amp; was so loyal to me that I look forward to reciprocating!",17163,81211,52952394,33318,16,2018,6,25,21,12
"The Border has been a big mess and problem for many years. At some point Schumer and Pelosi who are weak on Crime and Border security will be forced to do a real deal so easy that solves this long time problem. Schumer used to want Border security - now heÕll take Crime!",17939,72348,52952394,33318,16,2018,6,25,21,12
"We shouldnÕt be hiring judges by the thousands as our ridiculous immigration laws demand we should be changing our laws building the Wall hire Border Agents and Ice and not let people come into our country based on the legal phrase they are told to say as their password.",27946,105311,52952394,33318,16,2018,6,25,21,12
"ALL-TIME RECORD OPTIMISM! https://t.co/ZTrfJY2afh",18665,75097,52952394,33318,16,2018,6,25,21,3
"Just returning from the Great State of Minnesota where we had an incredible rally with 9000 people and at least 10000 who could not get in - I will return! Congratulations to @PeteStauber who is loved and respected in Minnesota!",16971,87684,52952394,33318,16,2018,6,25,21,3
"Thank you Duluth Minnesota. Together we are MAKING AMERICA GREAT AGAIN! https://t.co/G0hbbx6xAK",16437,72767,52952394,33318,16,2018,6,25,21,1
"So sorry people wanting to get into the already packed arena - I LOVE YOU ALL! https://t.co/PFvXrsvgkA",21779,94335,52919076,32526,12,2018,6,25,20,23
"Just landed in Duluth Minnesota. Two events planned - looking forward to them and being with @PeteStauber and his wonderful family!",9771,55854,52919076,32526,12,2018,6,25,20,21
"DonÕt worry the Republicans and your President will fix it! https://t.co/xsbuPzXbHj",72651,188618,52919076,32526,12,2018,6,25,20,20
"Look what Fake ABC News put out. I guess they had it prepared from the 13 Angry Democrats leading the Witch Hunt! #StopTheBias https://t.co/c0XOk1btEQ",14796,51871,52919076,32526,12,2018,6,25,20,20
"Had a great meeting with the House GOP last night at the Capitol. They applauded and laughed loudly when I mentioned my experience with Mark Sanford. I have never been a fan of his!",10029,53851,52919076,32526,12,2018,6,25,20,20
"https://t.co/yfwdyUHmn3",11932,43700,52919076,32526,12,2018,6,25,20,17
"More records! #MAGA https://t.co/2CP5eq40Fy",10841,42424,52919076,32526,12,2018,6,25,20,15
"ÒFBI texts have revealed anti-Trump Bias.Ó @FoxNews  Big News but the Fake News doesnÕt want to cover. Total corruption - the Witch Hunt has turned out to be a scam! At some point soon the Mainstream Media will have to cover correctly too big a story!",22186,83338,52919076,32526,12,2018,6,25,20,14
"ItÕs the Democrats fault they wonÕt give us the votes needed to pass good immigration legislation. They want open borders which breeds horrible crime. Republicans want security. But I am working on something - it never ends!",23501,96534,52919076,32526,12,2018,6,25,20,13
"The Fake News is not mentioning the safety and security of our Country when talking about illegal immigration. Our immigration laws are the weakest and worst anywhere in the world and the Dems will do anything not to change them &amp; to obstruct-want open borders which means crime!",32075,126623,52919076,32526,12,2018,6,25,20,12
"THANK YOU @HouseGOP! https://t.co/scvACfJwts",9507,48199,52919076,32526,12,2018,6,25,20,2
"Earlier today @FLOTUS Melania and I were honored to welcome King Felipe VI and Queen Letizia of Spain to the @WhiteHouse!____ https://t.co/cCubCyiRm5",13128,70132,52919076,32526,12,2018,6,25,20,2
"Homeland Security @SecNielsen did a fabulous job yesterday at the press conference explaining security at the border and for our country while at the same time recommending changes to obsolete &amp; nasty laws which force family separation. We want ÒheartÓ and security in America!",22451,96708,52919076,32526,12,2018,6,25,20,1
"I want to take a moment to address the current illegal immigration crisis on the Southern Border...it has been going on for many many decades... https://t.co/1F7EK9Ef88",22068,82636,52886550,29163,8,2018,6,25,19,18
"THANK YOU @NFIB! #NFIB75 https://t.co/5ppZhQhZu0",8626,38632,52886550,29163,8,2018,6,25,19,17
"Join me tomorrow in Duluth Minnesota for a #MAGA Rally! Tickets: https://t.co/mhhJB8WQlF https://t.co/gP59o1RDqW",10619,42736,52886550,29163,8,2018,6,25,19,15
"#CHANGETHELAWS   Now is the best opportunity ever for Congress to change the ridiculous and obsolete laws on immigration. Get it done always keeping in mind that we must have strong border security.",20015,80534,52886550,29163,8,2018,6,25,19,14
"We must always arrest people coming into our Country illegally. Of the 12000 children 10000 are being sent by their parents on a very dangerous trip and only 2000 are with their parents many of whom have tried to enter our Country illegally on numerous occasions.",32768,122189,52886550,29163,8,2018,6,25,19,14
"Democrats are the problem. They donÕt care about crime and want illegal immigrants no matter how bad they may be to pour into and infest our Country like MS-13. They canÕt win on their terrible policies so they view them as potential voters!",28272,109384,52886550,29163,8,2018,6,25,19,13
"If you donÕt have Borders you donÕt have a Country!",42024,173340,52886550,29163,8,2018,6,25,19,13
"Crime in Germany is up 10% plus (officials do not want to report these crimes) since migrants were accepted. Others countries are even worse. Be smart America!",19736,80573,52886550,29163,8,2018,6,25,19,13
"I canÕt think of something more concerning than a law enforcement officer suggesting that their going to use their powers to affect an election!Ó Inspector General Horowitz on what was going on with numerous people regarding my election. A Rigged Witch Hunt!p",20788,85067,52886550,29163,8,2018,6,25,19,13
"Comey gave Strozk his marching orders. Mueller is ComeyÕs best friend. Witch Hunt!",21407,88684,52857387,26060,18,2018,6,25,18,15
"If President Obama (who got nowhere with North Korea and would have had to go to war with many millions of people being killed) had gotten along with North Korea and made the initial steps toward a deal that I have the Fake News would have named him a national hero!",26893,120464,52857387,26060,18,2018,6,25,18,14
"It is the Democrats fault for being weak and ineffective with Boarder Security and Crime. Tell them to start thinking about the people devastated by Crime coming from illegal immigration. Change the laws!",23521,100445,52857387,26060,18,2018,6,25,18,13
"CHANGE THE LAWS!",19027,85385,52857387,26060,18,2018,6,25,18,13
"Children are being used by some of the worst criminals on earth as a means to enter our country. Has anyone been looking at the Crime taking place south of the border. It is historic with some countries the most dangerous places in the world. Not going to happen in the U.S.",30031,116973,52857387,26060,18,2018,6,25,18,13
"We donÕt want what is happening with immigration in Europe to happen with us!",32692,128143,52857387,26060,18,2018,6,25,18,13
"The people of Germany are turning against their leadership as migration is rocking the already tenuous Berlin coalition. Crime in Germany is way up. Big mistake made all over Europe in allowing millions of people in who have so strongly and violently changed their culture!",34717,117299,52857387,26060,18,2018,6,25,18,13
"Why donÕt the Democrats give us the votes to fix the worldÕs worst immigration laws? Where is the outcry for the killings and crime being caused by gangs and thugs including MS-13 coming into our country illegally?",26853,109438,52857387,26060,18,2018,6,25,18,12
"ÒThe highest level of bias IÕve ever witnessed in any law enforcement officer.Ó Trey Gowdy on the FBIÕs own Peter Strzok. Also remember that they all worked for Slippery James Comey and that Comey is best friends with Robert Mueller. A really sick deal isnÕt it?",27840,106014,52857387,26060,18,2018,6,25,18,1
"The Democrats should get together with their Republican counterparts and work something out on Border Security &amp; Safety. DonÕt wait until after the election because you are going to lose!",20034,89729,52857387,26060,18,2018,6,25,18,0
"Why was the FBIÕs sick loser Peter Strzok working on the totally discredited Mueller team of 13 Angry &amp; Conflicted Democrats when Strzok was giving Crooked Hillary a free pass yet telling his lover lawyer Lisa Page that ÒweÕll stopÓ Trump from becoming President? Witch Hunt!",21339,84263,52857387,26060,18,2018,6,25,18,0
"Why was the FBI giving so much information to the Fake News Media. They are not supposed to be doing that and knowing the enemy of the people Fake News they put their own spin on it - truth doesnÕt matter to them!",24521,101649,52857387,26060,18,2018,6,25,18,0
"WITCH HUNT! There was no Russian Collusion. Oh I see there was no Russian Collusion so now they look for obstruction on the no Russian Collusion. The phony Russian Collusion was a made up Hoax. Too bad they didnÕt look at Crooked Hillary like this. Double Standard!",30555,125754,52831327,23713,5,2018,6,24,17,14
"Washington Post employees want to go on strike because Bezos isnÕt paying them enough. I think a really long strike would be a great idea. Employees would get more money and we would get rid of Fake News for an extended period of time! Is @WaPo a registered lobbyist?",16714,70925,52831327,23713,5,2018,6,24,17,13
"Our economy is perhaps BETTER than it has ever been. Companies doing really well and moving back to America and jobs numbers are the best in 44 years.",15724,82528,52831327,23713,5,2018,6,24,17,13
"The denuclearization deal with North Korea is being praised and celebrated all over Asia. They are so happy! Over here in our country some people would rather see this historic deal fail than give Trump a win even if it does save potentially millions &amp; millions of lives!",18711,79452,52831327,23713,5,2018,6,24,17,13
"Holding back the Òwar gamesÓ during the negotiations was my request because they are VERY EXPENSIVE and set a bad light during a good faith negotiation. Also quite provocative. Can start up immediately if talks break down which I hope will not happen!",15119,75820,52831327,23713,5,2018,6,24,17,12
"Funny how the Fake News in a coordinated effort with each other likes to say I gave sooo much to North Korea because I Òmet.Ó ThatÕs because thatÕs all they have to disparage! We got so much for peace in the world &amp; more is being added in finals. Even got our hostages/remains!",17152,78676,52831327,23713,5,2018,6,24,17,12
"Daniel Henninger of The Wall Street Journal: ÒThis IG Report makes it clear as did Rod RosensteinÕs memo that Trump was absolutely justified unquestionably justified in firing Jim Comey. So I think the Mueller Investigation is on pretty weak grounds right now.Ó  Witch Hunt!",17300,70893,52831327,23713,5,2018,6,24,17,12
"Please clear up the Fake News! https://t.co/3VbIKbmKwP",12335,51986,52831327,23713,5,2018,6,24,17,11
"Chuck Schumer said Òthe Summit was what the Texans call all cattle and no hat.Ó Thank you Chuck but are you sure you got that right? No more nuclear testing or rockets flying all over the place blew up launch sites. Hostages already back hero remains coming home &amp; much more!",19640,85039,52831327,23713,5,2018,6,24,17,11
"The IG Report totally destroys James Comey and all of his minions including the great lovers Peter Strzok and Lisa Page who started the disgraceful Witch Hunt against so many innocent people. It will go down as a dark and dangerous period in American History!",30186,119661,52807614,28800,19,2018,6,24,16,14
"My supporters are the smartest strongest most hard working and most loyal that we have seen in our countries history. It is a beautiful thing to watch as we win elections and gather support from all over the country. As we get stronger so does our country. Best numbers ever!",43106,183643,52807614,28800,19,2018,6,24,16,13
"Democrats can fix their forced family breakup at the Border by working with Republicans on new legislation for a change! This is why we need more Republicans elected in November. Democrats are good at only three things High Taxes High Crime and Obstruction. Sad!",30394,119553,52807614,28800,19,2018,6,24,16,13
"Great discussions with European Union Commission President Jean-Claude Juncker and EU Council President Donald Tusk at the #G7Summit in Canada last week. https://t.co/kGxXe50459",9088,47689,52778814,34692,7,2018,6,24,15,22
"The Fake News Media said that I did not get along with other Leaders at the #G7Summit in Canada. They are once again WRONG! https://t.co/I6eEKEZV6z",17801,73047,52778814,34692,7,2018,6,24,15,22
"I have a great relationship with Angela Merkel of Germany but the Fake News Media only shows the bad photos (implying anger) of negotiating an agreement - where I am asking for things that no other American President would ask for! https://t.co/Ib97nN5HZt",21846,81808,52778814,34692,7,2018,6,24,15,22
"IÕve had to beat 17 very talented people including the Bush Dynasty then I had to beat the Clinton Dynasty and now I have to beat a phony Witch Hunt and all of the dishonest people covered in the IG Report...and never forget the Fake News Media. It never ends!",37551,154084,52778814,34692,7,2018,6,24,15,17
"Wow what a tough sentence for Paul Manafort who has represented Ronald Reagan Bob Dole and many other top political people and campaigns. DidnÕt know Manafort was the head of the Mob. What about Comey and Crooked Hillary and all of the others? Very unfair!",25324,97786,52778814,34692,7,2018,6,24,15,17
"The Democrats are forcing the breakup of families at the Border with their horrible and cruel legislative agenda. Any Immigration Bill MUST HAVE full funding for the Wall end Catch &amp; Release Visa Lottery and Chain and go to Merit Based Immigration. Go for it! WIN!",28609,110650,52778814,34692,7,2018,6,24,15,17
"ÒDonald Trump was 100% right to fire James Comey.Ó Mark Levin",15775,77657,52778814,34692,7,2018,6,24,15,12
"ÒWhy in the world didnÕt Barack Obama fire this guy (Comey)?Ó asks Mark Levin!",13677,66511,52778814,34692,7,2018,6,24,15,11
"Wow the highest rated (by far) morning show @foxandfriends is on the Front Lawn of the White House. Maybe IÕll have to take an unannounced trip down to see them?",14861,88138,52778814,34692,7,2018,6,24,15,11
"U.S.A. Jobs numbers are the BEST in 44 years. If my opponent (the Democrats) had won the election they would have raised taxes substantially and increased regulations - the economy and jobs would have been a disaster!",21635,98957,52778814,34692,7,2018,6,24,15,11
"Thank you for all of the compliments on getting the World Cup to come to the U.S.A. Mexico and Canada. I worked hard on this along with a Great Team of talented people. We never fail and it will be a great World Cup! A special thanks to Bob Kraft for excellent advice.",13446,71995,52778814,34692,7,2018,6,24,15,11
"The IG Report is a total disaster for Comey his minions and sadly the FBI. Comey will now officially go down as the worst leader by far in the history of the FBI. I did a great service to the people in firing him. Good Instincts. Christopher Wray will bring it proudly back!",19628,85926,52778814,34692,7,2018,6,24,15,10
"FBI Agent Peter Strzok who headed the Clinton &amp; Russia investigations texted to his lover Lisa Page in the IG Report that ÒweÕll stopÓ candidate Trump from becoming President. DoesnÕt get any lower than that!",23712,91847,52778814,34692,7,2018,6,24,15,10
"Happy #FlagDay__ https://t.co/KEUMfnoHIv",17237,84620,52744122,39908,11,2018,6,24,14,17
"Happy 243rd Birthday to the @USArmy! Thank you for your bravery sacrifices and dedication to the U.S.A. We love you! https://t.co/XlQYstu3Vo",16255,78373,52744122,39908,11,2018,6,24,14,16
"....Schneiderman who ran the Clinton campaign in New York never had the guts to bring this ridiculous case which lingered in their office for almost 2 years. Now he resigned his office in disgrace and his disciples brought it when we would not settle.",17691,76042,52744122,39908,11,2018,6,24,14,15
"The sleazy New York Democrats and their now disgraced (and run out of town) A.G. Eric Schneiderman are doing everything they can to sue me on a foundation that took in $18800000 and gave out to charity more money than it took in $19200000. I wonÕt settle this case!...",27172,111718,52744122,39908,11,2018,6,24,14,15
"So the Democrats make up a phony crime Collusion with the Russians pay a fortune to make the crime sound real illegally leak (Comey) classified information so that a Special Councel will be appointed and then Collude to make this pile of garbage take on life in Fake News!",31670,117201,52744122,39908,11,2018,6,24,14,15
"Now that I am back from Singapore where we had a great result with respect to North Korea the thought process must sadly go back to the Witch Hunt always remembering that there was No Collusion and No Obstruction of the fabricated No Crime.",16595,78334,52744122,39908,11,2018,6,24,14,15
"The Republican Party is starting to show very big numbers. People are starting to see what is being done. Results are speaking loudly. North Korea and our greatest ever economy are leading the way!",24002,114918,52744122,39908,11,2018,6,24,14,12
"Congratulations to @KevinCramer on his huge win in North Dakota. We need Kevin in the Senate and I strongly endorse him. Heidi voted NO on our Tax Cuts and always will vote no when we need her. Kevin is strong on Crime &amp; Borders big on Cutting Taxes!",15347,71212,52704214,52016,14,2018,6,24,13,20
"Congratulations to Danny Tarkanian on his big GOP primary win in Nevada. Danny worked hard an got a great result. Looking good in November!",15897,82619,52704214,52016,14,2018,6,24,13,20
"Senator Claire McCaskill of the GREAT State of Missouri flew around in a luxurious private jet during her RV tour of the state. RVÕs are not for her. People are really upset so phony! Josh Hawley should win big and has my full endorsement.",24270,94725,52704214,52016,14,2018,6,24,13,20
"So funny to watch the Fake News especially NBC and CNN. They are fighting hard to downplay the deal with North Korea. 500 days ago they would have ÒbeggedÓ for this deal-looked like war would break out. Our CountryÕs biggest enemy is the Fake News so easily promulgated by fools!",42887,164892,52704214,52016,14,2018,6,24,13,13
"Oil prices are too high OPEC is at it again. Not good!",24207,112519,52704214,52016,14,2018,6,24,13,11
"The U.S. together with Mexico and Canada just got the World Cup. Congratulations - a great deal of hard work!",20013,103412,52704214,52016,14,2018,6,24,13,11
"We save a fortune by not doing war games as long as we are negotiating in good faith - which both sides are!",19083,102890,52704214,52016,14,2018,6,24,13,11
"Before taking office people were assuming that we were going to War with North Korea. President Obama said that North Korea was our biggest and most dangerous problem. No longer - sleep well tonight!",32671,146005,52704214,52016,14,2018,6,24,13,10
"Just landed - a long trip but everybody can now feel much safer than the day I took office. There is no longer a Nuclear Threat from North Korea. Meeting with Kim Jong Un was an interesting and very positive experience. North Korea has great potential for the future!",21715,105473,52704214,52016,14,2018,6,24,13,9
"Congratulations to Corey Stewart for his great victory for Senator from Virginia. Now he runs against a total stiff Tim Kaine who is weak on crime and borders and wants to raise your taxes through the roof. DonÕt underestimate Corey a major chance of winning!",16367,74404,52704214,52016,14,2018,6,24,13,9
"...realize the economy is the best itÕs ever been with employment being at an all time high and many companies pouring back into our country. Wake up Punchy!",13662,74619,52704214,52016,14,2018,6,24,13,9
"Robert De Niro a very Low IQ individual has received too many shots to the head by real boxers in movies. I watched him last night and truly believe he may be Òpunch-drunk.Ó I guess he doesnÕt...",20145,99597,52704214,52016,14,2018,6,24,13,9
"My political representatives didnÕt want me to get involved in the Mark Sanford primary thinking that Sanford would easily win - but with a few hours left I felt that Katie was such a good candidate and Sanford was so bad I had to give it a shot. Congrats to Katie Arrington!",12221,63132,52704214,52016,14,2018,6,24,13,9
"A year ago the pundits &amp; talking heads people that couldnÕt do the job before were begging for conciliation and peace - Òplease meet donÕt go to war.Ó Now that we meet and have a great relationship with Kim Jong Un the same haters shout out Òyou shouldnÕt meet do not meet!Ó",30890,127515,52704214,52016,14,2018,6,24,13,1
"The World has taken a big step back from potential Nuclear catastrophe! No more rocket launches nuclear testing or research! The hostages are back home with their families. Thank you to Chairman Kim our day together was historic!",33138,153658,52704214,52016,14,2018,6,24,13,0
"I want to thank Chairman Kim for taking the first bold step toward a bright new future for his people. Our unprecedented meeting Ð the first between an American President and a leader of North Korea Ð proves that real change is possible! https://t.co/yF3iwD23YQ",24209,111870,52704214,52016,14,2018,6,24,13,0
"There is no limit to what NoKo can achieve when it gives up its nuclear weapons and embraces commerce &amp; engagement w/ the world. Chairman Kim has before him the opportunity to be remembered as the leader who ushered in a glorious new era of security &amp; prosperity for his citizens! https://t.co/Xbup4Zyz33",18172,83487,52704214,52016,14,2018,6,24,13,0
"It's time for another #MAGA rally. Join me in Duluth Minnesota on Wednesday June 20th at 6:30pm!Tickets_https://t.co/mhhJB9erdd https://t.co/T6eXenoSxT",13185,52719,52652198,56517,6,2018,6,24,12,23
"Here is the video ÒA Story of OpportunityÓ that I shared with Kim Jong-un at the #SingaporeSummit__https://t.co/43oOci4jvo https://t.co/xBKFkDLtj7",15673,57567,52652198,56517,6,2018,6,24,12,21
"...Got along great with Kim Jong-un who wants to see wonderful things for his country. As I said earlier today: Anyone can make war but only the most courageous can make peace! #SingaporeSummit",18324,83269,52652198,56517,6,2018,6,24,12,20
"Heading back home from Singapore after a truly amazing visit. Great progress was made on the denuclearization of North Korea. Hostages are back home will be getting the remains of our great heroes back to their families no missiles shot no research happening sites closing...",19402,89962,52652198,56517,6,2018,6,24,12,20
"Mark Sanford has been very unhelpful to me in my campaign to MAGA. He is MIA and nothing but trouble. He is better off in Argentina. I fully endorse Katie Arrington for Congress in SC a state I love. She is tough on crime and will continue our fight to lower taxes. VOTE Katie!",18770,79157,52652198,56517,6,2018,6,24,12,20
"I strongly endorse Adam Laxalt for Governor of Nevada. Adam is smart works hard and knows how to win. He will be a great Governor. Also will fight hard to lower your taxes and is tough on crime!",14739,64500,52652198,56517,6,2018,6,24,12,19
"https://t.co/tJG3KIn2q0",50198,181860,52652198,56517,6,2018,6,24,12,8
"Our Great Larry Kudlow who has been working so hard on trade and the economy has just suffered a heart attack. He is now in Walter Reed Medical Center.",24875,100792,52652198,56517,6,2018,6,24,12,0
"Just won big Supreme Court decision on Voting! Great News!",23335,117708,52652198,56517,6,2018,6,24,12,0
"The fact that I am having a meeting is a major loss for the U.S. say the haters &amp; losers. We have our hostages testing research and all missle launches have stoped and these pundits who have called me wrong from the beginning have nothing else they can say! We will be fine!",33959,150303,52595681,43112,7,2018,6,24,11,22
"Stock Market up almost 40% since the Election with 7 Trillion Dollars of U.S. value built throughout the economy. Lowest unemployment rate in many decades with Black &amp; Hispanic unemployment lowest in History and Female unemployment lowest in 21 years. Highest confidence ever!",32153,139239,52595681,43112,7,2018,6,24,11,21
"Meetings between staffs and representatives are going well and quickly....but in the end that doesnÕt matter. We will all know soon whether or not a real deal unlike those of the past can happen!",21180,105025,52595681,43112,7,2018,6,24,11,21
"Thank you Prime Minister Lee Hsien Loong! https://t.co/8MMYGuOj8Q",19109,87380,52595681,43112,7,2018,6,24,11,7
"Sorry we cannot let our friends or enemies take advantage of us on Trade anymore. We must put the American worker first!",33464,154319,52595681,43112,7,2018,6,24,11,2
"Great to be in Singapore excitement in the air!",21357,113137,52595681,43112,7,2018,6,24,11,1
"....Germany pays 1% (slowly) of GDP towards NATO while we pay 4% of a MUCH larger GDP. Does anybody believe that makes sense? We protect Europe (which is good) at great financial loss and then get unfairly clobbered on Trade. Change is coming!",33307,139303,52595681,43112,7,2018,6,24,11,1
"....And add to that the fact that the U.S. pays close to the entire cost of NATO-protecting many of these same countries that rip us off on Trade (they pay only a fraction of the cost-and laugh!). The European Union had a $151 Billion Surplus-should pay much more for Military!",25234,105194,52595681,43112,7,2018,6,24,11,1
"Why should I as President of the United States allow countries to continue to make Massive Trade Surpluses as they have for decades while our Farmers Workers &amp; Taxpayers have such a big and unfair price to pay? Not fair to the PEOPLE of America! $800 Billion Trade Deficit...",33611,142661,52595681,43112,7,2018,6,24,11,1
"Fair Trade is now to be called Fool Trade if it is not Reciprocal. According to a Canada release they make almost 100 Billion Dollars in Trade with U.S. (guess they were bragging and got caught!). Minimum is 17B. Tax Dairy from us at 270%. Then Justin acts hurt when called out!",26861,105242,52595681,43112,7,2018,6,24,11,1
"PM Justin Trudeau of Canada acted so meek and mild during our @G7 meetings only to give a news conference after I left saying that ÒUS Tariffs were kind of insultingÓ and he Òwill not be pushed around.Ó Very dishonest &amp; weak. Our Tariffs are in response to his of 270% on dairy!",35318,126724,52540871,16712,6,2018,6,23,9,23
"Based on JustinÕs false statements at his news conference and the fact that Canada is charging massive Tariffs to our U.S. farmers workers and companies I have instructed our U.S. Reps not to endorse the Communique as we look at Tariffs on automobiles flooding the U.S. Market!",33199,131937,52540871,16712,6,2018,6,23,9,23
"ÉCreate peace and great prosperity for his land. I look forward to meeting him and have a feeling that this one-time opportunity will not be wasted!",14844,71110,52540871,16712,6,2018,6,23,9,20
"I am on my way to Singapore where we have a chance to achieve a truly wonderful result for North Korea and the World. It will certainly be an exciting day and I know that Kim Jong-un will work very hard to do something that has rarely been done before...",23325,103670,52540871,16712,6,2018,6,23,9,20
"The United States will not allow other countries to impose massive Tariffs and Trade Barriers on its farmers workers and companies. While sending their product into our country tax free. We have put up with Trade Abuse for many decades Ñ and that is long enough.",30027,125475,52540871,16712,6,2018,6,23,9,20
"...U.S.A. Trade. They fully understand where I am coming from. After many decades fair and reciprocal Trade will happen!",11333,56433,52540871,16712,6,2018,6,23,9,20
"Just left the @G7 Summit in beautiful Canada. Great meetings and relationships with the six Country Leaders especially since they know I cannot allow them to apply large Tariffs and strong barriers to...",11711,60203,52540871,16712,6,2018,6,23,9,20
"Just met the new Prime Minister of Italy @GiuseppeConteIT a really great guy. He will be honored in Washington at the @WhiteHouse shortly. He will do a great job - the people of Italy got it right!",20851,86798,52540871,16712,6,2018,6,23,9,20
"Henry McMaster loves the people of South Carolina and was with me from the beginning. He is strong on Crime and Borders great for our Military and our Vets. He is doing a fantastic job as your Governor and has my full endorsement a special guy. Vote on Tuesday!",17215,74616,52540871,16712,6,2018,6,23,9,20
".@G7 Press Briefing in Charlevoix Canada prior to departing for Singapore! https://t.co/75y1SXuwuU",11251,45713,52540871,16712,6,2018,6,23,9,16
"My thoughts and prayers are with the families of our serviceman who was killed and his fellow servicemen who were wounded in Somalia. They are truly all HEROES.",17211,97009,52540871,16712,6,2018,6,23,9,4
"I am heading for Canada and the G-7 for talks that will mostly center on the long time unfair trade practiced against the United States. From there I go to Singapore and talks with North Korea on Denuclearization. WonÕt be talking about the Russian Witch Hunt Hoax for a while!",17764,83159,52524159,28560,19,2018,6,23,8,11
"Congratulations to the Washington Capitals on their GREAT play and winning the Stanley Cup Championship. Alex Ovechkin the team captain was spectacular - a true Superstar! D.C. is popping in many ways. What a time!",20740,119538,52524159,28560,19,2018,6,23,8,11
"Looking forward to straightening out unfair Trade Deals with the G-7 countries. If it doesnÕt happen we come out even better!",15772,77480,52524159,28560,19,2018,6,23,8,10
"Canada charges the U.S. a 270%  tariff on Dairy Products! They didnÕt tell you that did they? Not fair to our farmers!",26419,95015,52524159,28560,19,2018,6,23,8,10
"Obama Schumer and Pelosi did NOTHING about North Korea and now weak on Crime High Tax Schumer is telling me what to do at the Summit the Dems could never set up. Schumer failed with North Korea and Iran we donÕt need his advice!",29695,115734,52524159,28560,19,2018,6,23,8,10
"Why isnÕt the European Union and Canada informing the public that for years they have used massive Trade Tariffs and non-monetary Trade Barriers against the U.S. Totally unfair to our farmers workers &amp; companies. Take down your tariffs &amp; barriers or we will more than match you!",27161,98572,52524159,28560,19,2018,6,23,8,2
"Prime Minister Trudeau is being so indignant bringing up the relationship that the U.S. and Canada had over the many years and all sorts of other things...but he doesnÕt bring up the fact that they charge us up to 300% on dairy Ñ hurting our Farmers killing our Agriculture!",30132,110156,52495599,22923,9,2018,6,23,7,23
"Please tell Prime Minister Trudeau and President Macron that they are charging the U.S. massive tariffs and create non-monetary barriers. The EU trade surplus with the U.S. is $151 Billion and Canada keeps our farmers and others out. Look forward to seeing them tomorrow.",23855,92673,52495599,22923,9,2018,6,23,7,22
